CODIGO_UNICO	TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	NOTAS_EM	PRUEBA_LENGUAJE	PRUEBA_MATEMATICAS	PRUEBA_HISTORIA	PRUEBA_CIENCIAS	OTROS	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	VALOR_MATRICULA	VALOR_ARANCEL	DURACION_SEMESTRES	AREA	ACREDITACION_CARRERA
I40S1C69J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO DE NIVEL SUPERIOR EN TRADUCCION INGLES-ESPAÑOL	Vespertino	0	0	0	0	0	100	25	0	 102.000 	 1.552.500 	5	Humanidades	No Acreditada
I40S1C6J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PERIODISMO Y COMUNICACION SOCIAL	Diurno	0	0	0	0	0	0	0	0	 180.000 	 2.230.000 	10	Ciencias Sociales	No Acreditada
I40S1C6J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PERIODISMO Y COMUNICACION SOCIAL	Vespertino	0	0	0	0	0	0	0	0	 180.000 	 2.230.000 	10	Ciencias Sociales	No Acreditada
I40S1C71J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ARTE Y CULTURA VISUAL	Diurno	0	0	0	0	0	100	25	0	 170.000 	 3.047.500 	10	Arte y Arquitectura	No Acreditada
I40S1C7J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TRABAJO SOCIAL	Diurno	0	0	0	0	0	100	25	0	 170.000 	 2.012.500 	10	Ciencias Sociales	No Acreditada
I40S1C7J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TRABAJO SOCIAL	Vespertino	0	0	0	0	0	100	25	0	 170.000 	 2.012.500 	10	Ciencias Sociales	No Acreditada
I40S1C8J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SOCIOLOGIA	Diurno	0	0	0	0	0	100	25	0	 170.000 	 2.392.000 	10	Ciencias Sociales	No Acreditada
I40S1C8J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SOCIOLOGIA	Vespertino	0	0	0	0	0	100	25	0	 170.000 	 2.392.000 	10	Ciencias Sociales	No Acreditada
I40S1C9J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	FILOSOFIA	Diurno	0	0	0	0	0	0	0	0	 180.000 	 1.830.000 	10	Humanidades	No Acreditada
I40S5C11J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	PSICOLOGIA	Diurno	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I40S5C11J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	PSICOLOGIA	Vespertino	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I40S5C23J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	CIENCIA POLITICA	Diurno	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I40S5C33J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	ANTROPOLOGIA	Diurno	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I40S5C3J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	BELLAS ARTES	Diurno	0	0	0	0	0	0	0	0	 100.000 	 2.410.000 	10	Arte y Arquitectura	No Acreditada
I40S5C4J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	PEDAGOGIA EN DANZA	Diurno	0	0	0	0	0	0	0	0	 100.000 	 2.410.000 	10	Educación	No Acreditada
I40S5C56J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	PEDAGOGIA EN ARTE	Diurno	0	0	0	0	0	0	0	0	 -   	 -   	10	Educación	No Acreditada
I40S5C8J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	SOCIOLOGIA	Diurno	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I40S5C8J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD DE ARTE Y CIENCIAS SOCIALES ARCIS	SEDE VALPARAISO	V REGIÓN	SOCIOLOGIA	Vespertino	0	0	0	0	0	0	0	0	 100.000 	 1.893.000 	10	Ciencias Sociales	No Acreditada
I426S1C10J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	FINANZAS	Diurno	0	0	0	0	0	0	30	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C10J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	FINANZAS	Vespertino	0	0	0	0	0	0	80	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C11J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TURISMO	Diurno	0	0	0	0	0	0	50	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C11J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TURISMO	Vespertino	0	0	0	0	0	0	0	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C12J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INFORMATICA Y REDES	Diurno	0	0	0	0	0	0	50	0	 75.000 	 966.210 	5	Tecnología	No Acreditada
I426S1C12J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INFORMATICA Y REDES	Vespertino	0	0	0	0	0	0	25	0	 75.000 	 1.152.480 	5	Tecnología	No Acreditada
I426S1C13J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION EN RECURSOS HUMANOS	Diurno	0	0	0	0	0	0	110	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C13J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION EN RECURSOS HUMANOS	Vespertino	0	0	0	0	0	0	125	25	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C1J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION EN COMERCIO EXTERIOR	Diurno	0	0	0	0	0	0	130	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C1J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION EN COMERCIO EXTERIOR	Vespertino	0	0	0	0	0	0	120	25	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C24J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVO	Diurno	0	0	0	0	0	0	25	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C24J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ASISTENTE EJECUTIVO	Vespertino	0	0	0	0	0	0	0	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C26J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	MARKETING Y GESTION COMERCIAL	Diurno	0	0	0	0	0	0	25	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C26J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	MARKETING Y GESTION COMERCIAL	Vespertino	0	0	0	0	0	0	30	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C28J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Diurno	0	0	0	0	0	0	55	0	 75.000 	 966.210 	5	Tecnología	No Acreditada
I426S1C28J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PREVENCION DE RIESGOS	Vespertino	0	0	0	0	0	0	25	0	 75.000 	 1.152.480 	5	Tecnología	No Acreditada
I426S1C2J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION COMERCIAL	Diurno	0	0	0	0	0	0	85	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C2J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION COMERCIAL	Vespertino	0	0	0	0	0	0	105	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C38J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION Y VENTAS	Diurno	0	0	0	0	0	0	50	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C38J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION Y VENTAS	Vespertino	0	0	0	0	0	0	0	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C5J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	LOGISTICA OPERATIVA	Diurno	0	0	0	0	0	0	25	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C5J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	LOGISTICA OPERATIVA	Vespertino	0	0	0	0	0	0	135	25	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C7J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL	Diurno	0	0	0	0	0	0	55	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C7J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL	Vespertino	0	0	0	0	0	0	45	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I426S1C9J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SUPERVISION EN RETAIL	Diurno	0	0	0	0	0	0	25	0	 75.000 	 966.210 	5	Administración y Comercio	No Acreditada
I426S1C9J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT CAMARA DE COMERCIO DE SANTIAGO	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SUPERVISION EN RETAIL	Vespertino	0	0	0	0	0	0	0	0	 75.000 	 1.152.480 	5	Administración y Comercio	No Acreditada
I427S1C10J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	AUDITORIA COMPUTACIONAL	Vespertino	0	0	0	0	0	0	30	0	 50.000 	 620.000 	7	Administración y Comercio	No Acreditada
I427S1C1J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION GESTION DE MARKETING, PERSONAL O FINANZAS	Diurno	0	0	0	0	0	0	30	0	 50.000 	 620.000 	6	Administración y Comercio	No Acreditada
I427S1C1J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ADMINISTRACION DE EMPRESAS MENCION GESTION DE MARKETING, PERSONAL O FINANZAS	Vespertino	0	0	0	0	0	0	60	0	 50.000 	 620.000 	6	Administración y Comercio	No Acreditada
I427S1C20J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	COMERCIO EXTERIOR	Diurno	0	0	0	0	0	0	30	0	 50.000 	 620.000 	5	Administración y Comercio	No Acreditada
I427S1C20J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	COMERCIO EXTERIOR	Vespertino	0	0	0	0	0	0	30	0	 50.000 	 620.000 	5	Administración y Comercio	No Acreditada
I427S1C2J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PROGRAMACION EN COMPUTACION E INFORMATICA	Diurno	0	0	0	0	0	0	60	0	 50.000 	 620.000 	5	Tecnología	No Acreditada
I427S1C2J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PROGRAMACION EN COMPUTACION E INFORMATICA	Vespertino	0	0	0	0	0	0	60	0	 50.000 	 620.000 	5	Tecnología	No Acreditada
I427S1C3J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL COMPUTACIONAL	Diurno	0	0	0	0	0	0	60	0	 50.000 	 620.000 	5	Administración y Comercio	No Acreditada
I427S1C3J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	CONTABILIDAD GENERAL COMPUTACIONAL	Vespertino	0	0	0	0	0	0	60	0	 50.000 	 620.000 	5	Administración y Comercio	No Acreditada
I427S1C6J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TURISMO MENCION ADMINISTRACION HOTELERA Y DE RESTAURANTES, TRAFICO AEREO Y AGENCIAS, GUIA TURISTICO Y ECOTURISMO	Diurno	0	0	0	0	0	0	60	0	 50.000 	 620.000 	6	Administración y Comercio	No Acreditada
I427S1C6J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TURISMO MENCION ADMINISTRACION HOTELERA Y DE RESTAURANTES, TRAFICO AEREO Y AGENCIAS, GUIA TURISTICO Y ECOTURISMO	Vespertino	0	0	0	0	0	0	60	0	 50.000 	 620.000 	6	Administración y Comercio	No Acreditada
I427S1C7J1V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO JURIDICO	Diurno	0	0	0	0	0	0	30	0	 50.000 	 620.000 	5	Derecho	No Acreditada
I427S1C7J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO JURIDICO	Vespertino	0	0	0	0	0	0	30	0	 50.000 	 620.000 	5	Derecho	No Acreditada
I427S1C9J2V1	CENTRO DE FORMACIÓN TÉCNICA	CFT LAPLACE	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	ANALISIS DE SISTEMAS	Vespertino	0	0	0	0	0	0	30	0	 50.000 	 620.000 	7	Tecnología	No Acreditada
I42S1C11J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INGENIERIA COMERCIAL	Diurno	70	10	20	0	0	0	45	0	 200.630 	 2.006.300 	10	Ciencias Sociales	No Acreditada
I42S1C11J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INGENIERIA COMERCIAL	Vespertino	70	10	20	0	0	0	45	0	 200.630 	 2.006.300 	10	Ciencias Sociales	No Acreditada
I42S1C12J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TRABAJO SOCIAL	Diurno	70	15	15	0	0	0	60	0	 212.190 	 2.121.900 	9	Ciencias Sociales	Acreditada
I42S1C12J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TRABAJO SOCIAL	Vespertino	70	15	15	0	0	0	45	0	 212.190 	 2.121.900 	9	Ciencias Sociales	Acreditada
I42S1C13J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN MATEMATICAS E INFORMATICA EDUCATIVA	Diurno	0	50	50	0	0	0	70	0	 212.190 	 2.121.900 	10	Educación	Acreditada
I42S1C14J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN FILOSOFIA	Diurno	70	15	15	0	0	0	15	0	 185.650 	 1.856.500 	10	Educación	Acreditada
I42S1C15J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	SOCIOLOGIA	Diurno	70	15	15	0	0	0	45	0	 212.190 	 2.121.900 	10	Ciencias Sociales	Acreditada
I42S1C172J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INGENIERIA EN ADMINISTRACION	Vespertino	70	10	20	0	0	0	15	0	 200.630 	 2.006.300 	8	Administración y Comercio	No Acreditada
I42S1C1J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN RELIGION EN EDUCACION BASICA Y MEDIA	Diurno	70	15	15	0	0	0	15	0	 185.650 	 1.856.500 	10	Educación	Acreditada
I42S1C20J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PSICOLOGIA	Diurno	70	10	20	0	0	0	90	0	 223.980 	 2.239.800 	10	Ciencias Sociales	No Acreditada
I42S1C21J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN EDUCACION ARTISTICA EN ENSEÑANZA BASICA Y MEDIA	Diurno	0	50	50	0	0	0	55	0	 212.190 	 2.121.900 	10	Educación	Acreditada
I42S1C220J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	KINESIOLOGIA	Diurno	70	10	20	0	0	0	135	0	 227.270 	 2.272.700 	10	Salud	No Acreditada
I42S1C221J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	CONTADOR PUBLICO Y AUDITOR	Vespertino	70	10	20	0	0	0	30	0	 191.220 	 1.912.200 	9	Administración y Comercio	No Acreditada
I42S1C225J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	BACHILLERATO EN CIENCIAS Y HUMANIDADES	Diurno	100	0	0	0	0	0	50	0	 52.150 	 1.150.000 	2	Ciencias Básicas	No Acreditada
I42S1C225J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	BACHILLERATO EN CIENCIAS Y HUMANIDADES	Vespertino	100	0	0	0	0	0	25	0	 52.150 	 1.150.000 	2	Ciencias Básicas	No Acreditada
I42S1C232J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN EDUCACION TECNICA Y FORMACION PROFESIONAL	Vespertino	0	0	0	0	0	100	30	0	 167.410 	 1.674.100 	4	Educación	No Acreditada
I42S1C254J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	INGENIERIA EN INFORMATICA	Diurno	70	10	20	0	0	0	50	0	 205.270 	 2.052.700 	10	Tecnología	No Acreditada
I42S1C255J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN CIENCIAS	Diurno	70	10	20	0	0	0	30	0	 191.220 	 1.912.200 	10	Educación	No Acreditada
I42S1C2J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN EDUCACION BASICA	Diurno	0	50	50	0	0	0	45	0	 212.190 	 2.121.900 	8	Educación	Acreditada
I42S1C2J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN EDUCACION BASICA	Vespertino	0	50	50	0	0	0	30	0	 212.190 	 2.121.900 	8	Educación	Acreditada
I42S1C35J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	DERECHO	Diurno	70	20	10	0	0	0	90	0	 227.270 	 2.272.700 	10	Derecho	No Acreditada
I42S1C35J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	DERECHO	Vespertino	70	20	10	0	0	0	35	0	 227.270 	 2.272.700 	10	Derecho	No Acreditada
I42S1C3J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	EDUCACION PARVULARIA	Diurno	0	50	50	0	0	0	30	0	 212.190 	 2.121.900 	8	Educación	Acreditada
I42S1C41J2V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	TECNICO UNIVERSITARIO EN EDUCACION SOCIAL	Vespertino	0	0	0	0	0	0	0	0	 -   	 -   	4	Ciencias Sociales	No Acreditada
I42S1C4J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN EDUCACION DIFERENCIAL	Diurno	0	50	50	0	0	0	60	0	 212.190 	 2.121.900 	9	Educación	Acreditada
I42S1C5J1V1	UNIVERSIDAD PARTICULAR	UNIVERSIDAD CATOLICA SILVA HENRIQUEZ	CASA CENTRAL (SANTIAGO)	REGIÓN METROPOLITANA	PEDAGOGIA EN CASTELLANO	Diurno	0	50	50	0	0	0	50	0	 212.190 	 2.121.900 	10	Educación	Acreditada
