ID	institucion	acreditacion	carrera	area	subvencionados	desercionagno1	duracion	empleabilidadagno1	ingresoagno4	arancel
351	Universidad Austral de Chile	6 años	Ingeniería Civil en Informática	Tecnología	91,5%	29,2%	 19,4 	93,9%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.756.000 
353	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería Civil en Informática	Tecnología	90,8%	s/i	 s/i 	92,1%	 De $1 millón a $1 millón 200 mil 	 $ 1.739.755 
348	Universidad Diego Portales	5 años	Ingeniería Civil en Informática y Telecomunicaciones	Tecnología	56,6%	25,2%	 17,0 	91,7%	s/i	 $ 3.616.000 
340	Universidad Católica de la Santísima Concepción	En Proceso	Ingeniería Civil Informática	Tecnología	96,0%	33,8%	 18,5 	98,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.423.000 
341	Universidad Católica del Maule	5 años	Ingeniería Civil Informática	Tecnología	97,6%	28,9%	 17,6 	93,6%	s/i	 $ 2.630.000 
344	Universidad de Concepción	6 años	Ingeniería Civil Informática	Tecnología	75,2%	60,9%	 19,1 	96,2%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.878.000 
354	Universidad de Santiago de Chile	6 años	Ingeniería Civil en Geografía	Tecnología	91,3%	44,4%	 19,8 	85,3%	s/i	 $ 3.274.500 
355	Universidad de Atacama	3 años	Ingeniería Civil en Minas	Tecnología	93,4%	32,7%	 17,5 	100,0%	s/i	 $ 2.305.000 
356	Universidad de Chile	7 años	Ingeniería Civil en Minas	Tecnología	62,9%	s/i	 15,1 	98,4%	 Sobre $2 millones 	 $ 4.122.300 
357	Universidad de Santiago de Chile	6 años	Ingeniería Civil en Minas	Tecnología	85,2%	18,9%	 18,4 	100,0%	 Sobre $2 millones 	 $ 3.274.500 
358	Universidad de Santiago de Chile	6 años	Ingeniería Civil en Obras Civiles	Tecnología	87,2%	19,2%	 17,2 	95,1%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.274.500 
359	Universidad Diego Portales	5 años	Ingeniería Civil en Obras Civiles	Tecnología	60,2%	27,4%	 15,5 	97,0%	s/i	 $ 3.616.000 
360	Universidad Austral de Chile	6 años	Ingeniería Civil en Obras Civiles	Tecnología	92,2%	22,5%	 19,2 	91,0%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.756.000 
361	Universidad Central de Chile	4 años	Ingeniería Civil en Obras Civiles	Tecnología	85,2%	17,5%	 s/i 	97,4%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.248.000 
363	Universidad Tecnológica Metropolitana	2 años	Ingeniería Civil en Obras Civiles	Tecnología	96,5%	20,0%	 s/i 	96,7%	s/i	 $ 2.327.204 
364	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería Civil en Sonido y Acústica	Tecnología	68,2%	31,6%	 s/i 	71,1%	s/i	 $ 2.836.000 
380	Universidad del Bío-Bío	5 años	Ingeniería Civil en Industrias de la Madera	Tecnología	93,4%	5,6%	 17,0 	87,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.294.000 
365	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Civil Industrial	Tecnología	61,0%	24,6%	 16,1 	97,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.272.000 
366	Universidad Adolfo Ibáñez	6 años	Ingeniería Civil Industrial	Tecnología	19,1%	23,7%	 15,1 	97,3%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 4.078.029 
367	Universidad Arturo Prat	2 años	Ingeniería Civil Industrial	Tecnología	98,9%	32,9%	 16,2 	94,3%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.403.653 
368	Universidad Católica de la Santísima Concepción	En Proceso	Ingeniería Civil Industrial	Tecnología	92,6%	10,4%	 18,0 	85,5%	 De $800 mil a $1 millón 	 $ 2.423.000 
369	Universidad Católica del Norte	6 años	Ingeniería Civil Industrial	Tecnología	79,2%	14,5%	 18,0 	96,4%	 De $1 millón 800 mil a $2 millones 	 $ 2.656.000 
370	Universidad de Atacama	3 años	Ingeniería Civil Industrial	Tecnología	94,7%	26,5%	 18,4 	97,7%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.300.876 
371	Universidad de Chile	7 años	Ingeniería Civil Industrial	Tecnología	43,3%	s/i	 15,7 	97,5%	 De $1 millón 800 mil a $2 millones 	 $ 4.122.300 
372	Universidad de Concepción	6 años	Ingeniería Civil Industrial	Tecnología	66,2%	20,0%	 14,4 	92,2%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.878.000 
373	Universidad de Las Américas	3 años	Ingeniería Civil Industrial	Tecnología	89,9%	26,4%	 16,0 	89,7%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.569.705 
374	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Ingeniería Civil Industrial	Tecnología	94,3%	26,9%	 16,4 	88,5%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.219.700 
375	Universidad de Santiago de Chile	6 años	Ingeniería Civil Industrial	Tecnología	84,4%	13,2%	 15,4 	92,5%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.274.500 
376	Universidad de Talca	5 años	Ingeniería Civil Industrial	Tecnología	91,5%	14,3%	 15,1 	94,1%	 De $1 millón a $1 millón 200 mil 	 $ 2.818.500 
377	Universidad de Tarapacá	5 años	Ingeniería Civil Industrial	Tecnología	90,2%	25,0%	 20,6 	93,2%	s/i	 $ 2.437.000 
378	Universidad de Valparaíso	3 años	Ingeniería Civil Industrial	Tecnología	87,7%	11,6%	 14,1 	87,4%	s/i	 $ 2.417.000 
379	Universidad de Viña del Mar	4 años	Ingeniería Civil Industrial	Tecnología	69,9%	20,0%	 17,5 	88,5%	s/i	 $ 2.715.980 
381	Universidad Diego Portales	5 años	Ingeniería Civil Industrial	Tecnología	55,0%	15,8%	 15,2 	95,2%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.300.000 
382	Universidad Técnica Federico Santa María	5 años	Ingeniería Civil Industrial	Tecnología	53,0%	12,1%	 14,9 	96,9%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 3.356.360 
383	Universidad Autónoma de Chile	5 años	Ingeniería Civil Industrial	Tecnología	95,3%	20,3%	 s/i 	93,8%	s/i	 $ 2.616.818 
384	Universidad Central de Chile	4 años	Ingeniería Civil Industrial	Tecnología	86,4%	25,5%	 s/i 	98,9%	s/i	 $ 2.997.566 
386	Universidad de Antofagasta	4 años	Ingeniería Civil Industrial	Tecnología	89,2%	s/i	 19,8 	97,7%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 2.670.978 
387	Universidad de La Serena	4 años	Ingeniería Civil Industrial	Tecnología	93,4%	10,0%	 17,7 	90,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.367.000 
388	Universidad de Los Andes	5 años	Ingeniería Civil Industrial	Tecnología	4,5%	s/i	 17,0 	97,9%	 Sobre $2 millones 	 $ 4.002.408 
389	Universidad del Desarrollo	5 años	Ingeniería Civil Industrial	Tecnología	24,4%	15,1%	 14,3 	93,9%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 3.941.019 
390	Universidad del Mar	2 años	Ingeniería Civil Industrial	Tecnología	81,6%	54,3%	 13,1 	90,0%	s/i	 $ 2.675.789 
393	Universidad Nacional Andrés Bello	5 años	Ingeniería Civil Industrial	Tecnología	77,6%	25,8%	 16,6 	84,3%	 De $1 millón a $1 millón 200 mil 	 $ 3.538.326 
392	Universidad de La Frontera	5 años	Ingeniería Civil Industrial Mención	Tecnología	89,2%	16,0%	 14,6 	87,2%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.273.000 
394	Universidad Tecnológica Metropolitana	2 años	Ingeniería Civil Industrial Mención	Tecnología	95,2%	26,1%	 15,5 	94,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.327.204 
398	Universidad de Santiago de Chile	6 años	Ingeniería Civil en Mecánica	Tecnología	77,2%	30,6%	 17,1 	93,7%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 3.274.500 
395	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Civil Mecánica	Tecnología	70,4%	31,0%	 19,8 	94,8%	s/i	 $ 2.950.000 
396	Universidad de Chile	7 años	Ingeniería Civil Mecánica	Tecnología	60,1%	s/i	 s/i 	95,8%	 De $1 millón 800 mil a $2 millones 	 $ 4.122.300 
397	Universidad de Concepción	6 años	Ingeniería Civil Mecánica	Tecnología	64,4%	21,3%	 15,8 	96,6%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 2.878.000 
399	Universidad Técnica Federico Santa María	5 años	Ingeniería Civil Mecánica	Tecnología	64,5%	12,6%	 16,6 	95,9%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 3.400.000 
400	Universidad de La Serena	4 años	Ingeniería Civil Mecánica	Tecnología	97,7%	8,2%	 16,7 	94,5%	s/i	 $ 2.367.000 
401	Universidad de Tarapacá	5 años	Ingeniería Civil Mecánica	Tecnología	94,9%	s/i	 18,6 	90,9%	s/i	 $ 2.437.000 
402	Universidad Arturo Prat	2 años	Ingeniería Civil Metalúrgica	Tecnología	98,9%	46,4%	 s/i 	97,4%	s/i	 $ 1.973.000 
403	Universidad de Concepción	6 años	Ingeniería Civil Metalúrgica	Tecnología	80,3%	29,6%	 18,5 	97,4%	 Sobre $2 millones 	 $ 2.878.000 
404	Universidad de Atacama	3 años	Ingeniería Civil Metalúrgica	Tecnología	97,3%	s/i	 19,3 	100,0%	s/i	 $ 2.305.000 
405	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Civil Química	Tecnología	74,2%	25,4%	 20,6 	90,0%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.950.000 
407	Universidad de Concepción	6 años	Ingeniería Civil Química	Tecnología	58,6%	10,2%	 15,0 	90,7%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.878.000 
408	Universidad de Santiago de Chile	6 años	Ingeniería Civil Química	Tecnología	80,5%	29,0%	 17,9 	86,9%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 3.274.500 
409	Universidad Técnica Federico Santa María	5 años	Ingeniería Civil Química	Tecnología	67,1%	15,3%	 17,6 	91,1%	s/i	 $ 3.400.000 
410	Pontificia Universidad Católica de Chile	7 años	Ingeniería Civil	Tecnología	19,2%	4,2%	 13,1 	97,6%	 De $1 millón 800 mil a $2 millones 	 $ 5.060.000 
411	Universidad Católica del Norte	6 años	Ingeniería Civil	Tecnología	81,3%	25,0%	 19,8 	98,2%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 2.656.000 
413	Universidad de Concepción	6 años	Ingeniería Civil	Tecnología	72,5%	2,7%	 15,8 	99,2%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.878.000 
415	Universidad del Bío-Bío	5 años	Ingeniería Civil	Tecnología	93,5%	8,5%	 15,3 	94,5%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.294.000 
416	Universidad Nacional Andrés Bello	5 años	Ingeniería Civil	Tecnología	77,6%	22,1%	 s/i 	96,3%	s/i	 $ 3.574.262 
417	Universidad Técnica Federico Santa María	5 años	Ingeniería Civil	Tecnología	64,2%	21,0%	 20,8 	100,0%	 De $1 millón 800 mil a $2 millones 	 $ 3.400.000 
418	Universidad de La Serena	4 años	Ingeniería Civil	Tecnología	95,2%	15,5%	 19,4 	93,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.367.000 
414	Universidad de Magallanes	4 años	Ingeniería Civil Plan Común	Tecnología	89,7%	25,6%	 16,7 	74,6%	 De $800 mil a $1 millón 	 $ 2.863.403 
412	Universidad de Chile	7 años	Ingeniería Civil con mención	Tecnología	54,0%	21,7%	 12,6 	98,8%	 De $1 millón 600 mil a $1 millón 800 mil 	 $ 4.122.300 
470	IP INACAP	6 años	Ingeniería en Administración Industrial	Tecnología	96,3%	27,9%	 9,9 	88,9%	 De $600 mil a $800 mil 	 $ 1.363.338 
471	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería de Alimentos	Tecnología	85,6%	50,0%	 16,9 	70,3%	s/i	 $ 2.754.000 
477	Universidad de Santiago de Chile	6 años	Ingeniería de Alimentos	Tecnología	95,0%	36,4%	 12,5 	81,9%	 De $600 mil a $800 mil 	 $ 2.928.580 
472	Universidad Austral de Chile	6 años	Ingeniería en Alimentos	Tecnología	95,1%	31,0%	 17,3 	75,8%	 De $600 mil a $800 mil 	 $ 2.434.000 
474	Universidad de Chile	7 años	Ingeniería en Alimentos	Tecnología	80,3%	19,4%	 16,3 	82,9%	 De $800 mil a $1 millón 	 $ 2.998.800 
475	Universidad de La Frontera	5 años	Ingeniería en Alimentos	Tecnología	99,0%	12,5%	 14,8 	81,9%	 De $600 mil a $800 mil 	 $ 2.026.000 
476	Universidad de Los Lagos	3 años	Ingeniería en Alimentos	Tecnología	99,0%	28,6%	 16,1 	71,4%	s/i	 $ 1.785.395 
478	Universidad del Bío-Bío	5 años	Ingeniería en Alimentos	Tecnología	100,0%	38,3%	 14,2 	51,5%	 De $600 mil a $800 mil 	 $ 2.294.000 
479	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Industria Alimentaria	Tecnología	93,5%	36,8%	 18,1 	91,2%	 De $600 mil a $800 mil 	 $ 2.172.373 
482	IP Duoc UC	7 años	Ingeniería en Automatización de Procesos Industriales	Tecnología	97,1%	20,8%	 s/i 	94,7%	s/i	 $ 1.796.694 
480	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería en Automatización y Control Industrial	Tecnología	98,7%	39,2%	 9,9 	94,8%	s/i	 $ 1.370.234 
484	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería de Ejecución en Bioprocesos	Tecnología	91,0%	23,9%	 11,4 	69,4%	 De $600 mil a $800 mil 	 $ 2.332.000 
485	Universidad de Chile	7 años	Ingeniería en Biotecnología Molecular	Tecnología	61,0%	33,3%	 15,9 	72,7%	s/i	 $ 2.755.200 
486	Universidad de Concepción	6 años	Ingeniería en Biotecnología y Bioingeniería	Tecnología	85,7%	25,5%	 11,6 	51,8%	s/i	 $ 3.006.259 
504	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Computación e Informática	Tecnología	89,6%	40,7%	 14,3 	97,0%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.451.167 
505	Universidad del Bío-Bío	5 años	Ingeniería de Ejecución en Computación e Informática	Tecnología	97,7%	21,7%	 13,1 	95,1%	 De $800 mil a $1 millón 	 $ 1.931.000 
522	IP CIISA	No	Ingeniería de Ejecución en Computación e Informática	Tecnología	97,3%	42,4%	 10,8 	98,2%	s/i	 $ 1.221.304 
525	IP Dr. Virginio Gómez G.	4 años	Ingeniería de Ejecución en Computación e Informática	Tecnología	96,6%	34,2%	 11,3 	81,4%	 De $600 mil a $800 mil 	 $ 1.310.680 
497	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería de Ejecución en Informática	Tecnología	90,8%	31,8%	 14,6 	95,5%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.332.000 
502	Universidad de Las Américas	3 años	Ingeniería de Ejecución en Informática	Tecnología	96,4%	36,8%	 12,1 	89,9%	 De $1 millón a $1 millón 200 mil 	 $ 1.842.260 
510	Universidad UCINF	2 años	Ingeniería de Ejecución en Informática	Tecnología	96,7%	37,0%	 9,7 	92,9%	 De $1 millón a $1 millón 200 mil 	 $ 1.428.258 
521	IP AIEP	4 años	Ingeniería de Ejecución en Informática	Tecnología	98,7%	34,7%	 10,2 	83,3%	 De $800 mil a $1 millón 	 $ 1.110.213 
529	IP Santo Tomás	4 años	Ingeniería de Ejecución en Informática	Tecnología	99,3%	38,8%	 10,3 	65,2%	 De $400 mil a $600 mil 	 $ 1.208.584 
506	Universidad del Mar	2 años	Ingeniería de Ejecución Informática	Tecnología	82,9%	33,3%	 14,5 	85,9%	s/i	 $ 2.329.750 
509	Universidad Tecnológica Metropolitana	2 años	Ingeniería Ejecución Informática	Tecnología	97,4%	21,1%	 15,6 	99,0%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.327.204 
498	Universidad Austral de Chile	6 años	Ingeniería en Computación	Tecnología	93,5%	30,4%	 17,1 	93,1%	s/i	 $ 2.444.000 
520	Universidad Nacional Andrés Bello	5 años	Ingeniería en Computación e Informática	Tecnología	87,3%	41,2%	 11,9 	95,9%	 De $1 millón a $1 millón 200 mil 	 $ 2.319.810 
524	IP Diego Portales	No	Ingeniería en Computación e Informática	Tecnología	95,8%	66,9%	 10,9 	78,8%	 De $400 mil a $600 mil 	 $ 734.981 
528	IP La Araucana	4 años	Ingeniería en Computación e Informática	Tecnología	99,2%	52,0%	 10,5 	94,1%	 De $800 mil a $1 millón 	 $ 1.103.693 
499	Universidad Autónoma de Chile	5 años	Ingeniería en Informática	Tecnología	97,0%	19,6%	 14,2 	79,3%	s/i	 $ 1.611.297 
503	Universidad de Playa Ancha de Ciencias de la Educación	4 años	Ingeniería en Informática	Tecnología	98,5%	35,1%	 s/i 	87,0%	s/i	 $ 2.069.783 
508	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería en Informática	Tecnología	95,1%	33,4%	 9,8 	83,7%	 De $800 mil a $1 millón 	 $ 1.394.704 
523	IP de Chile	4 años	Ingeniería en Informática	Tecnología	99,3%	49,2%	 13,0 	92,8%	s/i	 $ 1.048.442 
526	IP Duoc UC	7 años	Ingeniería en Informática	Tecnología	94,1%	29,3%	 11,7 	91,0%	 De $1 millón a $1 millón 200 mil 	 $ 1.749.246 
507	Universidad Diego Portales	5 años	Ingeniería en Informática y Gestión	Tecnología	87,3%	18,2%	 13,9 	96,7%	 De $1 millón a $1 millón 200 mil 	 $ 2.076.335 
501	Universidad de La Frontera	5 años	Ingeniería Informática	Tecnología	97,0%	21,8%	 13,5 	85,0%	 De $800 mil a $1 millón 	 $ 1.963.000 
519	Universidad de Viña del Mar	4 años	Ingeniería Informática mención 	Tecnología	90,9%	s/i	 11,4 	88,0%	s/i	 $ 2.196.400 
530	IP Duoc UC	7 años	Ingeniería en Conectividad y Redes	Tecnología	94,6%	20,9%	 11,1 	96,2%	 De $800 mil a $1 millón 	 $ 1.791.762 
531	IP INACAP	6 años	Ingeniería en Telecomunicaciones, Conectividad y Redes	Tecnología	96,1%	32,3%	 11,3 	93,8%	 De $1 millón a $1 millón 200 mil 	 $ 1.558.988 
532	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería en Construcción	Tecnología	83,8%	16,9%	 17,5 	94,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.950.000 
533	Universidad Austral de Chile	6 años	Ingeniería en Construcción	Tecnología	95,5%	30,7%	 17,5 	88,1%	 De $800 mil a $1 millón 	 $ 2.600.000 
534	Universidad Autónoma de Chile	5 años	Ingeniería en Construcción	Tecnología	96,2%	16,8%	 13,2 	83,6%	s/i	 $ 2.361.943 
535	Universidad Católica del Maule	5 años	Ingeniería en Construcción	Tecnología	97,4%	22,7%	 16,8 	92,5%	 De $1 millón a $1 millón 200 mil 	 $ 2.570.000 
536	Universidad Católica del Norte	6 años	Ingeniería en Construcción	Tecnología	84,9%	27,0%	 17,2 	96,7%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.499.000 
537	Universidad Central de Chile	4 años	Ingeniería en Construcción	Tecnología	86,4%	25,6%	 s/i 	98,0%	 De $1 millón a $1 millón 200 mil 	 $ 4.492.507 
538	Universidad de La Frontera	5 años	Ingeniería en Construcción	Tecnología	95,9%	13,8%	 14,4 	92,1%	 De $800 mil a $1 millón 	 $ 2.026.000 
539	Universidad de Magallanes	4 años	Ingeniería en Construcción	Tecnología	90,8%	22,7%	 14,9 	89,6%	s/i	 $ 2.671.000 
540	Universidad de Valparaíso	3 años	Ingeniería en Construcción	Tecnología	88,8%	18,4%	 15,5 	96,0%	 De $800 mil a $1 millón 	 $ 2.054.000 
541	Universidad de Viña del Mar	4 años	Ingeniería en Construcción	Tecnología	73,1%	18,8%	 20,5 	88,1%	s/i	 $ 2.352.000 
542	Universidad del Bío-Bío	5 años	Ingeniería en Construcción	Tecnología	94,0%	8,9%	 16,1 	94,2%	 De $1 millón a $1 millón 200 mil 	 $ 2.220.000 
544	Universidad Nacional Andrés Bello	5 años	Ingeniería en Construcción	Tecnología	77,5%	32,8%	 19,5 	85,3%	 De $1 millón a $1 millón 200 mil 	 $ 3.495.776 
545	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Construcción	Tecnología	97,2%	27,2%	 13,5 	98,6%	 De $800 mil a $1 millón 	 $ 2.172.373 
546	Universidad de La Serena	4 años	Ingeniería en Construcción	Tecnología	99,0%	16,7%	 16,2 	92,8%	 De $800 mil a $1 millón 	 $ 2.317.000 
547	IP Dr. Virginio Gómez G.	4 años	Ingeniería en Construcción	Tecnología	97,2%	35,2%	 10,6 	77,7%	 De $600 mil a $800 mil 	 $ 1.327.083 
548	IP Duoc UC	7 años	Ingeniería en Construcción	Tecnología	95,7%	25,1%	 10,4 	88,1%	 De $800 mil a $1 millón 	 $ 1.720.735 
549	IP INACAP	6 años	Ingeniería en Construcción	Tecnología	100,0%	s/i	 12,3 	84,9%	 De $800 mil a $1 millón 	 $ 1.401.786 
551	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Electricidad	Tecnología	92,2%	20,0%	 16,0 	95,8%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.405.009 
552	Universidad del Bío-Bío	5 años	Ingeniería de Ejecución en Electricidad	Tecnología	99,0%	13,8%	 14,6 	95,7%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 1.854.289 
550	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Eléctrica	Tecnología	88,5%	17,0%	 16,9 	96,2%	s/i	 $ 2.332.000 
554	Universidad de La Frontera	5 años	Ingeniería Eléctrica	Tecnología	100,0%	s/i	 14,0 	92,9%	 De $1 millón a $1 millón 200 mil 	 $ 1.902.000 
553	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería en Electricidad mención Potencia	Tecnología	97,3%	29,6%	 10,3 	92,3%	s/i	 $ 1.430.722 
556	IP Duoc UC	7 años	Ingeniería en Electricidad y Electrónica	Tecnología	97,7%	27,4%	 11,9 	94,6%	s/i	 $ 1.727.763 
565	IP Dr. Virginio Gómez G.	4 años	Ingeniería de Ejecución Electrónica	Tecnología	95,7%	38,9%	 10,2 	85,3%	 De $800 mil a $1 millón 	 $ 1.456.000 
559	Universidad del Bío-Bío	5 años	Ingeniería de Ejecución en Electrónica	Tecnología	98,6%	23,3%	 15,3 	87,6%	 De $1 millón a $1 millón 200 mil 	 $ 1.931.000 
562	Universidad Tecnológica Metropolitana	2 años	Ingeniería Ejecución en Electrónica	Tecnología	96,1%	16,9%	 18,8 	95,1%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.316.039 
558	Pontificia Universidad Católica de Valparaíso	6 años	Ingeniería Electrónica	Tecnología	86,0%	35,3%	 17,5 	86,8%	s/i	 $ 2.332.000 
561	Universidad Tecnológica de Chile INACAP	3 años	Ingeniería Electrónica	Tecnología	97,2%	35,6%	 10,1 	94,2%	s/i	 $ 1.370.529 
571	Universidad Bernardo O'Higgins	3 años	Ingeniería de Ejecución en Cartografía	Tecnología	96,4%	27,7%	 s/i 	96,2%	s/i	 $ 1.604.000 
570	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Geomensura	Tecnología	90,6%	56,5%	 15,0 	92,6%	 De $800 mil a $1 millón 	 $ 2.464.630 
576	IP INACAP	6 años	Ingeniería en Geomensura	Tecnología	99,5%	29,7%	 s/i 	84,0%	 De $800 mil a $1 millón 	 $ 1.278.176 
574	Universidad Tecnológica Metropolitana	2 años	Ingeniería en Geomensura y Cartografía	Tecnología	97,3%	16,2%	 18,4 	95,7%	 De $800 mil a $1 millón 	 $ 2.144.162 
590	Universidad de Valparaíso	3 años	Ingeniería en Estadística	Tecnología	93,4%	36,4%	 s/i 	84,6%	s/i	 $ 1.929.000 
589	Universidad de Santiago de Chile	6 años	Ingeniería Estadística	Tecnología	91,7%	33,7%	 13,7 	85,7%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 2.623.973 
591	Universidad del Bío-Bío	5 años	Ingeniería Estadística	Tecnología	100,0%	31,0%	 s/i 	71,7%	s/i	 $ 2.220.000 
593	IP INACAP	6 años	Ingeniería en Maquinaria y Vehículos Automotrices	Tecnología	95,5%	31,0%	 11,8 	83,5%	 De $600 mil a $800 mil 	 $ 1.411.236 
592	IP Duoc UC	7 años	Ingeniería en Mecánica Automotriz y Autotrónica	Tecnología	89,6%	23,3%	 11,5 	84,7%	 De $800 mil a $1 millón 	 $ 1.718.147 
594	Universidad de Valparaíso	3 años	Ingeniería Ambiental	Tecnología	88,7%	42,2%	 18,5 	66,0%	 De $800 mil a $1 millón 	 $ 2.126.000 
596	Universidad Nacional Andrés Bello	5 años	Ingeniería Ambiental	Tecnología	69,2%	15,4%	 16,3 	69,9%	 De $800 mil a $1 millón 	 $ 3.273.115 
600	Universidad de Las Américas	3 años	Ingeniería Ambiental	Tecnología	95,7%	22,2%	 11,8 	65,6%	s/i	 $ 2.314.611 
601	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Ambiente	Tecnología	86,2%	27,7%	 15,0 	85,3%	 De $800 mil a $1 millón 	 $ 2.844.950 
603	IP Duoc UC	7 años	Ingeniería en Medio Ambiente	Tecnología	90,4%	26,7%	 11,8 	55,6%	 De $600 mil a $800 mil 	 $ 1.880.000 
595	Universidad de Viña del Mar	4 años	Ingeniería en Medio Ambiente y Recursos Naturales	Tecnología	61,1%	18,8%	 15,6 	70,7%	 De $800 mil a $1 millón 	 $ 2.352.000 
605	Universidad Católica del Norte	6 años	Ingeniería de Ejecución en Metalurgia	Tecnología	91,6%	40,7%	 14,7 	96,6%	s/i	 $ 2.268.000 
608	IP INACAP	6 años	Ingeniería en Minas	Tecnología	97,0%	30,6%	 11,3 	91,6%	 De $1 millón 200 mil a $1 millón 400 mil 	 $ 1.335.165 
607	Universidad de Santiago de Chile	6 años	Ingeniería de Ejecución en Metalurgia y Minas	Tecnología	90,7%	31,1%	 14,1 	95,8%	 De $1 millón 400 mil a $1 millón 600 mil 	 $ 2.464.630 
606	Universidad de La Serena	4 años	Ingeniería de Ejecución en Minas y Metalurgia	Tecnología	96,8%	18,5%	 s/i 	100,0%	s/i	 $ 2.367.000 
613	Universidad Técnica Federico Santa María	5 años	Ingeniería de Ejecución en Prevención de Riesgos	Tecnología	95,4%	21,4%	 11,2 	97,2%	 De $800 mil a $1 millón 	 $ 2.192.489 
622	IP Dr. Virginio Gómez G.	4 años	Ingeniería de Ejecución en Prevención de Riesgos	Tecnología	98,9%	21,6%	 9,1 	81,4%	 De $600 mil a $800 mil 	 $ 1.272.957 
626	IP Santo Tomás	4 años	Ingeniería de Ejecución en Prevención de Riesgos	Tecnología	98,9%	36,6%	 10,1 	86,8%	s/i	 $ 1.240.893 
609	Universidad Bernardo O'Higgins	3 años	Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente	Tecnología	94,3%	10,7%	 10,9 	90,7%	 De $800 mil a $1 millón 	 $ 1.601.000 
620	IP del Valle Central	2 años	Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente	Tecnología	100,0%	57,1%	 13,8 	84,8%	 De $800 mil a $1 millón 	 $ 972.131 
616	Universidad Bolivariana	No	Ingeniería en Prevención de Riesgos	Tecnología	100,0%	40,0%	 s/i 	93,8%	s/i	 $ 1.267.429 
619	IP AIEP	4 años	Ingeniería en Prevención de Riesgos	Tecnología	98,5%	29,8%	 10,1 	85,5%	s/i	 $ 1.086.182 
